X1,word,lang,poet,century,text
1714,شاعران,ar,Rudaki,3,شاعران
2118,سنگ,fa,Rudaki,3,سنگ
7090,زرین,fa,Rudaki,3,زرین
5671,دندان,fa,Rudaki,3,دندان
7635,زبانی,fa,Rudaki,3,زبانی
5911,برآرند,fa,Rudaki,3,برآرند
2913,وآن,fa,Rudaki,3,وآن
1514,ملک,fa,Rudaki,3,ملک
3001,گر,fa,Rudaki,3,گر
5656,تاراج,fa,Rudaki,3,تاراج
6596,ستونش,fa,Rudaki,3,ستونش
5897,عیش,ar,Rudaki,3,عیش
3878,بدویدی,fa,Rudaki,3,بدویدی
5917,نبیذ,ar,Rudaki,3,نبیذ
4618,تحقیق,ar,Rudaki,3,تحقیق
1498,بام,fa,Rudaki,3,بام
205,درا,fa,Rudaki,3,درا
942,کجه,fa,Rudaki,3,کجه
3348,فراز,fa,Rudaki,3,فراز
3571,ایمان,fa,Rudaki,3,ایمان
410,شدست,fa,Rudaki,3,شدست
3679,انبان,fa,Rudaki,3,انبان
1761,بشو,fa,Rudaki,3,بشو
2992,خانه,fa,Rudaki,3,خانه
6533,پاسخ,fa,Rudaki,3,پاسخ
1013,عشق،,ar,Rudaki,3,عشق،
7567,مجلس,ar,Rudaki,3,مجلس
985,گریه,fa,Rudaki,3,گریه
3022,جام,fa,Rudaki,3,جام
4251,مهجوران,fa,Rudaki,3,مهجوران
4380,دگر,fa,Rudaki,3,دگر
5168,گردش,fa,Rudaki,3,گردش
7573,راز,fa,Rudaki,3,راز
6098,تیمار,fa,Rudaki,3,تیمار
7498,گوسپند,fa,Rudaki,3,گوسپند
2699,ببرند,fa,Rudaki,3,ببرند
4880,رباید,fa,Rudaki,3,رباید
944,شب,fa,Rudaki,3,شب
603,چراغ,fa,Rudaki,3,چراغ
4426,بود،,fa,Rudaki,3,بود،
2141,ندیدی,fa,Rudaki,3,ندیدی
5258,ترا,fa,Rudaki,3,ترا
5140,مکن,fa,Rudaki,3,مکن
1773,شعر,ar,Rudaki,3,شعر
7564,هفتم,fa,Rudaki,3,هفتم
3987,ببریده,fa,Rudaki,3,ببریده
3212,جان,fa,Rudaki,3,جان
3372,خیری,fa,Rudaki,3,خیری
4055,زمین,fa,Rudaki,3,زمین
5037,فدست,fa,Rudaki,3,فدست
926,غم,ar,Rudaki,3,غم
3436,خوبان,fa,Rudaki,3,خوبان
6594,برده،,fa,Rudaki,3,برده،
7296,همچو,fa,Rudaki,3,همچو
69,خون,fa,Rudaki,3,خون
2599,می‌دهی,fa,Rudaki,3,می‌دهی
4729,شب,fa,Rudaki,3,شب
1309,پوشیده,fa,Rudaki,3,پوشیده
1534,او،,fa,Rudaki,3,او،
495,که:,fa,Rudaki,3,که:
823,غم,ar,Rudaki,3,غم
4033,گرد,fa,Rudaki,3,گرد
1625,جشن,fa,Rudaki,3,جشن
5724,انگشت,fa,Rudaki,3,انگشت
5419,فرخشه,fa,Rudaki,3,فرخشه
5446,حاجت,ar,Rudaki,3,حاجت
4187,ببینی,ar,Rudaki,3,ببینی
2485,نکو,fa,Rudaki,3,نکو
1440,درد,fa,Rudaki,3,درد
3243,جوش,fa,Rudaki,3,جوش
3526,مناقب,ar,Rudaki,3,مناقب
6862,زنگارگون,fa,Rudaki,3,زنگارگون
923,افغان,fa,Rudaki,3,افغان
4441,زاری,fa,Rudaki,3,زاری
7390,چیره,fa,Rudaki,3,چیره
3196,شعر,ar,Rudaki,3,شعر
2629,خون,fa,Rudaki,3,خون
4490,تتاری,ar,Rudaki,3,تتاری
1506,خرد,fa,Rudaki,3,خرد
5845,ترا,fa,Rudaki,3,ترا
6433,آفریده,fa,Rudaki,3,آفریده
3393,فؤادی,ar,Rudaki,3,فؤادی
7309,خنده,fa,Rudaki,3,خنده
2033,سان,fa,Rudaki,3,سان
6886,گزین,fa,Rudaki,3,گزین
2247,بخیلا،,fa,Rudaki,3,بخیلا،
324,قضیب,ar,Rudaki,3,قضیب
53,اینند,fa,Rudaki,3,اینند
2135,آسوده,fa,Rudaki,3,آسوده
5544,خواره,fa,Rudaki,3,خواره
1780,مستی,ar,Rudaki,3,مستی
128,پسر،,fa,Rudaki,3,پسر،
234,اندران,fa,Rudaki,3,اندران
1624,ملکا،,fa,Rudaki,3,ملکا،
339,سار,fa,Rudaki,3,سار
4632,حیف,ar,Rudaki,3,حیف
236,بینند,fa,Rudaki,3,بینند
2962,خواجه,fa,Rudaki,3,خواجه
5377,بت،,ar,Rudaki,3,بت،
3846,کرانه,fa,Rudaki,3,کرانه
3023,دست,fa,Rudaki,3,دست
7624,زرین,fa,Rudaki,3,زرین
6589,آوردش,fa,Rudaki,3,آوردش
1057,چشم,fa,Rudaki,3,چشم
1891,خوردند,fa,Rudaki,3,خوردند
6328,کبتی،,fa,Rudaki,3,کبتی،
1701,برکند,fa,Rudaki,3,برکند
2469,مویه,fa,Rudaki,3,مویه
2736,عطارد,ar,Rudaki,3,عطارد
3743,دشت,fa,Rudaki,3,دشت
2387,تک,fa,Rudaki,3,تک
199,مادندرا؟,fa,Rudaki,3,مادندرا؟
6976,بهر,fa,Rudaki,3,بهر
3518,عدن,ar,Rudaki,3,عدن
5394,نهاده,fa,Rudaki,3,نهاده
4751,رخشی,fa,Rudaki,3,رخشی
1284,سپنج,fa,Rudaki,3,سپنج
3721,زوی,fa,Rudaki,3,زوی
7059,بهی,fa,Rudaki,3,بهی
6038,نیل,fa,Rudaki,3,نیل
3184,دیوانگان,fa,Rudaki,3,دیوانگان
5596,چندگاه,fa,Rudaki,3,چندگاه
2857,فضل,ar,Rudaki,3,فضل
3505,خاک,fa,Rudaki,3,خاک
935,باز،,fa,Rudaki,3,باز،
1134,ترا,fa,Rudaki,3,ترا
5134,فتح,ar,Rudaki,3,فتح
3048,همی,fa,Rudaki,3,همی
5719,خواهانت,fa,Rudaki,3,خواهانت
2902,خلالوش,ar,Rudaki,3,خلالوش
2183,نعمت,ar,Rudaki,3,نعمت
1833,فریادنی،,fa,Rudaki,3,فریادنی،
4191,نو,fa,Rudaki,3,نو
1749,کیست,fa,Rudaki,3,کیست
3844,پدید,fa,Rudaki,3,پدید
7597,سرو,fa,Rudaki,3,سرو
5167,هوا,ar,Rudaki,3,هوا
5523,بهشت,fa,Rudaki,3,بهشت
6808,خانه,fa,Rudaki,3,خانه
2222,آزاده,fa,Rudaki,3,آزاده
3103,جهاندار,fa,Rudaki,3,جهاندار
5806,گو،,fa,Rudaki,3,گو،
6841,نهان,fa,Rudaki,3,نهان
2268,آلت,fa,Rudaki,3,آلت
996,خوبان,fa,Rudaki,3,خوبان
508,دلم,fa,Rudaki,3,دلم
5261,دیدی,fa,Rudaki,3,دیدی
3071,دریغم,fa,Rudaki,3,دریغم
1769,فلک،,fa,Rudaki,3,فلک،
214,وین,fa,Rudaki,3,وین
2849,همی,fa,Rudaki,3,همی
507,تراست!,fa,Rudaki,3,تراست!
3591,سخن,fa,Rudaki,3,سخن
4210,مثال,ar,Rudaki,3,مثال
928,غم,ar,Rudaki,3,غم
229,وصال,ar,Rudaki,3,وصال
6489,هشت,fa,Rudaki,3,هشت
2607,جهان,fa,Rudaki,3,جهان
7259,ازان,fa,Rudaki,3,ازان
1531,مویی,fa,Rudaki,3,مویی
7452,اندرون,fa,Rudaki,3,اندرون
1367,بخت,fa,Rudaki,3,بخت
3207,ندانی,fa,Rudaki,3,ندانی
3037,اهل,fa,Rudaki,3,اهل
6852,کژدمان,fa,Rudaki,3,کژدمان
1299,رخ,fa,Rudaki,3,رخ
4795,ترا,fa,Rudaki,3,ترا
4793,ترا,fa,Rudaki,3,ترا
6019,کلک,fa,Rudaki,3,کلک
7027,دستگاه,fa,Rudaki,3,دستگاه
663,بفنود,fa,Rudaki,3,بفنود
3413,شاه,fa,Rudaki,3,شاه
6179,روزان,fa,Rudaki,3,روزان
4002,آسمان,fa,Rudaki,3,آسمان
6745,هباک,fa,Rudaki,3,هباک
6282,کشتیی,fa,Rudaki,3,کشتیی
7324,جوان,fa,Rudaki,3,جوان
4578,میر,fa,Rudaki,3,میر
3976,اندرون,fa,Rudaki,3,اندرون
5000,خاک,fa,Rudaki,3,خاک
6417,گویمش,fa,Rudaki,3,گویمش
523,وصالش,ar,Rudaki,3,وصالش
2228,آرد,fa,Rudaki,3,آرد
6995,درای,fa,Rudaki,3,درای
1904,ترا,fa,Rudaki,3,ترا
4084,زو،,fa,Rudaki,3,زو،
7436,همچو,fa,Rudaki,3,همچو
1929,غزل,ar,Rudaki,3,غزل
1022,کر,fa,Rudaki,3,کر
3631,مست,ar,Rudaki,3,مست
1369,شوربخت,fa,Rudaki,3,شوربخت
5310,زخمه,fa,Rudaki,3,زخمه
2966,پیاده,fa,Rudaki,3,پیاده
2095,دلم,fa,Rudaki,3,دلم
2086,زندان,fa,Rudaki,3,زندان
3528,دبیری,fa,Rudaki,3,دبیری
5756,کردار,fa,Rudaki,3,کردار
2388,پوی,fa,Rudaki,3,پوی
2610,مارگیر,fa,Rudaki,3,مارگیر
7198,زی,fa,Rudaki,3,زی
3681,او،,fa,Rudaki,3,او،
5677,زمین,fa,Rudaki,3,زمین
319,بردمد,fa,Rudaki,3,بردمد
7572,نیارم,fa,Rudaki,3,نیارم
2407,پر,fa,Rudaki,3,پر
5877,کز,fa,Rudaki,3,کز
6931,پرورده,fa,Rudaki,3,پرورده
6076,جمله,ar,Rudaki,3,جمله
3713,خلق,ar,Rudaki,3,خلق
1753,ادبار؟,fa,Rudaki,3,ادبار؟
2414,گشت,fa,Rudaki,3,گشت
950,کجه,fa,Rudaki,3,کجه
1244,دست,fa,Rudaki,3,دست
2818,نوازان,fa,Rudaki,3,نوازان
536,چونست؟,fa,Rudaki,3,چونست؟
1752,مایهٔ,fa,Rudaki,3,مایهٔ
1344,پدید,fa,Rudaki,3,پدید
5363,حضرت،,ar,Rudaki,3,حضرت،
5233,همی,fa,Rudaki,3,همی
1499,گردگرد,fa,Rudaki,3,گردگرد
482,همچو,fa,Rudaki,3,همچو
4418,بهر,fa,Rudaki,3,بهر
5110,کرانهٔ,fa,Rudaki,3,کرانهٔ
4564,همی,fa,Rudaki,3,همی
7359,گشت,fa,Rudaki,3,گشت
106,آهنی,fa,Rudaki,3,آهنی
5192,غره,fa,Rudaki,3,غره
3643,حلم,ar,Rudaki,3,حلم
2367,اندی,fa,Rudaki,3,اندی
6626,کین,fa,Rudaki,3,کین
5053,بزم,fa,Rudaki,3,بزم
7116,برده,fa,Rudaki,3,برده
5781,نماند,fa,Rudaki,3,نماند
2535,«مگر»,fa,Rudaki,3,«مگر»
5052,ازان,fa,Rudaki,3,ازان
4742,شاهی,fa,Rudaki,3,شاهی
953,رخسارهٔ,fa,Rudaki,3,رخسارهٔ
4349,گویی،,fa,Rudaki,3,گویی،
4480,بگساری,fa,Rudaki,3,بگساری
4619,انبیاست,fa,Rudaki,3,انبیاست
4870,برود,fa,Rudaki,3,برود
3752,کوشد,fa,Rudaki,3,کوشد
2000,درد,fa,Rudaki,3,درد
6952,بدو,ar,Rudaki,3,بدو
2001,درد،,fa,Rudaki,3,درد،
3999,سیاه,fa,Rudaki,3,سیاه
7036,گنج,fa,Rudaki,3,گنج
6077,ماهه,fa,Rudaki,3,ماهه
7662,غن,ar,Rudaki,3,غن
5772,پردختم,fa,Rudaki,3,پردختم
562,اندر,fa,Rudaki,3,اندر
6753,پیر,fa,Rudaki,3,پیر
4331,برکشیده,fa,Rudaki,3,برکشیده
2620,دهر,fa,Rudaki,3,دهر
3401,میران,fa,Rudaki,3,میران
3464,یاد,fa,Rudaki,3,یاد
5827,مسته,fa,Rudaki,3,مسته
7149,آب,fa,Rudaki,3,آب
7347,چشم,fa,Rudaki,3,چشم
7349,نهان,fa,Rudaki,3,نهان
2941,گرگ,fa,Rudaki,3,گرگ
2813,زمانه,fa,Rudaki,3,زمانه
284,ابر,fa,Rudaki,3,ابر
1045,زدی,fa,Rudaki,3,زدی
7161,خرم,fa,Rudaki,3,خرم
6366,فراز,fa,Rudaki,3,فراز
2015,بیابان,fa,Rudaki,3,بیابان
1143,میر,fa,Rudaki,3,میر
5574,رفتن,fa,Rudaki,3,رفتن
7619,عود,ar,Rudaki,3,عود
2726,اگرت,fa,Rudaki,3,اگرت
2561,نشسته,fa,Rudaki,3,نشسته
1998,درمان,fa,Rudaki,3,درمان
3786,بکوشی،,fa,Rudaki,3,بکوشی،
2684,هشیار,fa,Rudaki,3,هشیار
1590,وآن,fa,Rudaki,3,وآن
3201,بکرد,fa,Rudaki,3,بکرد
127,ببخشا،,fa,Rudaki,3,ببخشا،
2110,وطرب,ar,Rudaki,3,وطرب
225,عاشقی,ar,Rudaki,3,عاشقی
1999,باشد،,fa,Rudaki,3,باشد،
1483,جنگ,fa,Rudaki,3,جنگ
3271,بشود,fa,Rudaki,3,بشود
5547,درگه,fa,Rudaki,3,درگه
4592,آفرین,fa,Rudaki,3,آفرین
4999,مکست,fa,Rudaki,3,مکست
4243,گشته,fa,Rudaki,3,گشته
3053,به،,fa,Rudaki,3,به،
7200,فراز,fa,Rudaki,3,فراز
4385,خرد,fa,Rudaki,3,خرد
7427,درستی,fa,Rudaki,3,درستی
3933,طلقست,ar,Rudaki,3,طلقست
345,بن,ar,Rudaki,3,بن
1279,کوفتنت,fa,Rudaki,3,کوفتنت
3722,نبینی,ar,Rudaki,3,نبینی
2383,حیدر,ar,Rudaki,3,حیدر
1250,فرامشت,fa,Rudaki,3,فرامشت
6972,میش,fa,Rudaki,3,میش
1108,خفت,fa,Rudaki,3,خفت
2950,جوان,fa,Rudaki,3,جوان
3081,غمگنان,fa,Rudaki,3,غمگنان
2850,برآیم,fa,Rudaki,3,برآیم
1431,غم,ar,Rudaki,3,غم
4970,پلنگان,fa,Rudaki,3,پلنگان
2389,آنم,fa,Rudaki,3,آنم
5865,دیدم,fa,Rudaki,3,دیدم
6494,مرد,fa,Rudaki,3,مرد
7008,تاریک,fa,Rudaki,3,تاریک
397,بارید,fa,Rudaki,3,بارید
1448,جفا,fa,Rudaki,3,جفا
5987,بیندیش,fa,Rudaki,3,بیندیش
4456,بلایی,ar,Rudaki,3,بلایی
349,بلبل,ar,Rudaki,3,بلبل
3667,بهاری,fa,Rudaki,3,بهاری
1582,زلف,ar,Rudaki,3,زلف
6940,ریخته,fa,Rudaki,3,ریخته
7212,خوی,fa,Rudaki,3,خوی
5740,گردنده,fa,Rudaki,3,گردنده
4511,وید,ar,Rudaki,3,وید
565,ستان,fa,Rudaki,3,ستان
3351,ساله,fa,Rudaki,3,ساله
257,بکرد,fa,Rudaki,3,بکرد
602,بی‌تو,fa,Rudaki,3,بی‌تو
5721,آبسکون,fa,Rudaki,3,آبسکون
7547,نابینا,fa,Rudaki,3,نابینا
3625,خوار,fa,Rudaki,3,خوار
5083,جعد,ar,Rudaki,3,جعد
357,زیید,fa,Rudaki,3,زیید
3229,ره,fa,Rudaki,3,ره
1553,را،,fa,Rudaki,3,را،
6026,بستان,fa,Rudaki,3,بستان
5293,خرمن,fa,Rudaki,3,خرمن
75,نیک,fa,Rudaki,3,نیک
7682,فرو,fa,Rudaki,3,فرو
6727,الفغده,ar,Rudaki,3,الفغده
1945,گوگرد,fa,Rudaki,3,گوگرد
3170,بره,fa,Rudaki,3,بره
2703,همی,fa,Rudaki,3,همی
5483,غراشیده,fa,Rudaki,3,غراشیده
2793,ناز,fa,Rudaki,3,ناز
25,زارا,fa,Rudaki,3,زارا
2721,سیر,fa,Rudaki,3,سیر
2604,بهمان,fa,Rudaki,3,بهمان
1247,کشت,fa,Rudaki,3,کشت
5790,بابختو,fa,Rudaki,3,بابختو
549,نصیحتت،,ar,Rudaki,3,نصیحتت،
1950,بده,fa,Rudaki,3,بده
4276,گوش,fa,Rudaki,3,گوش
4560,آموی,fa,Rudaki,3,آموی
7584,آیی,fa,Rudaki,3,آیی
3900,میرم,fa,Rudaki,3,میرم
1150,ومطرب,ar,Rudaki,3,ومطرب
4692,فتی,ar,Rudaki,3,فتی
1401,خدای,fa,Rudaki,3,خدای
4676,دانش,fa,Rudaki,3,دانش
3114,جنگ,fa,Rudaki,3,جنگ
4530,مگرو,fa,Rudaki,3,مگرو
4409,سفله,ar,Rudaki,3,سفله
5036,فرسنا,fa,Rudaki,3,فرسنا
580,رازی،,fa,Rudaki,3,رازی،
7373,جهان,fa,Rudaki,3,جهان
3304,عنبر,ar,Rudaki,3,عنبر
7172,نباشد,fa,Rudaki,3,نباشد
7535,آفرید,fa,Rudaki,3,آفرید
2713,بره‌ست,fa,Rudaki,3,بره‌ست
4219,اشتران,fa,Rudaki,3,اشتران
2113,دلا،,fa,Rudaki,3,دلا،
1256,نبیذ,ar,Rudaki,3,نبیذ
6170,یکسره,fa,Rudaki,3,یکسره
3482,ملک,fa,Rudaki,3,ملک
3430,جعدش,ar,Rudaki,3,جعدش
3210,زو,fa,Rudaki,3,زو
6602,دن,fa,Rudaki,3,دن
6982,من،,ar,Rudaki,3,من،
7671,فرخار,fa,Rudaki,3,فرخار
5223,درخت,fa,Rudaki,3,درخت
1858,دوتا,fa,Rudaki,3,دوتا
4734,ماهی,fa,Rudaki,3,ماهی
5047,مر,fa,Rudaki,3,مر
6749,مغاک,fa,Rudaki,3,مغاک
4847,مردمی,fa,Rudaki,3,مردمی
796,مصریان,ar,Rudaki,3,مصریان
5510,غیشه,fa,Rudaki,3,غیشه
2996,شده‌ست,fa,Rudaki,3,شده‌ست
5311,فرو,fa,Rudaki,3,فرو
946,قصه,ar,Rudaki,3,قصه
111,سوسنی,fa,Rudaki,3,سوسنی
2669,اندر,fa,Rudaki,3,اندر
2600,شمار,fa,Rudaki,3,شمار
6673,سار,fa,Rudaki,3,سار
5640,میلاویه,fa,Rudaki,3,میلاویه
4313,پایش,fa,Rudaki,3,پایش
5109,دور,fa,Rudaki,3,دور
6418,کار,fa,Rudaki,3,کار
5876,سرخاره,fa,Rudaki,3,سرخاره
1540,کاو,fa,Rudaki,3,کاو
6255,کار,fa,Rudaki,3,کار
2032,زمانه,fa,Rudaki,3,زمانه
5973,ارمنده‌ای,fa,Rudaki,3,ارمنده‌ای
1865,بوس,fa,Rudaki,3,بوس
6951,چیلان,fa,Rudaki,3,چیلان
281,عاشق,ar,Rudaki,3,عاشق
4765,مرد,fa,Rudaki,3,مرد
466,رنگین,fa,Rudaki,3,رنگین
6693,کنور,fa,Rudaki,3,کنور
1779,عشقست,ar,Rudaki,3,عشقست
2337,بدیل,ar,Rudaki,3,بدیل
3356,ری,fa,Rudaki,3,ری
6397,خاشاک,fa,Rudaki,3,خاشاک
6053,بیامد,ar,Rudaki,3,بیامد
5734,ماند،,fa,Rudaki,3,ماند،
3420,پای,fa,Rudaki,3,پای
6641,بید,fa,Rudaki,3,بید
3178,دست,fa,Rudaki,3,دست
3027,یاقوت,ar,Rudaki,3,یاقوت
5517,علی,ar,Rudaki,3,علی
748,تنگ,fa,Rudaki,3,تنگ
384,فراز,fa,Rudaki,3,فراز
5866,انگشتهٔ,fa,Rudaki,3,انگشتهٔ
3158,سپاریم,fa,Rudaki,3,سپاریم
6690,خنور,fa,Rudaki,3,خنور
4043,اندر,fa,Rudaki,3,اندر
1733,بیاگند,fa,Rudaki,3,بیاگند
3864,مدح,ar,Rudaki,3,مدح
2936,بیگانه,fa,Rudaki,3,بیگانه
524,چونست؟,fa,Rudaki,3,چونست؟
7489,دلم,fa,Rudaki,3,دلم
1708,ابستاست,fa,Rudaki,3,ابستاست
2729,همی,fa,Rudaki,3,همی
1996,گرد،,fa,Rudaki,3,گرد،
1550,سماوات,fa,Rudaki,3,سماوات
6387,وز,fa,Rudaki,3,وز
2829,بخیلی,fa,Rudaki,3,بخیلی
1889,نعمت,ar,Rudaki,3,نعمت
917,خانقاه,ar,Rudaki,3,خانقاه
5597,بلند,ar,Rudaki,3,بلند
6398,افگنده,fa,Rudaki,3,افگنده
1081,شاد,fa,Rudaki,3,شاد
4324,ام،,ar,Rudaki,3,ام،
1706,شرح,ar,Rudaki,3,شرح
311,گل,fa,Rudaki,3,گل
7440,شنید,fa,Rudaki,3,شنید
716,بیهوده,fa,Rudaki,3,بیهوده
6532,آواز,fa,Rudaki,3,آواز
6759,آمدش,fa,Rudaki,3,آمدش
3115,کار,fa,Rudaki,3,کار
6240,پلید,fa,Rudaki,3,پلید
1435,بایدت,fa,Rudaki,3,بایدت
629,دامن,fa,Rudaki,3,دامن
3568,خرد,fa,Rudaki,3,خرد
7631,باما,fa,Rudaki,3,باما
5269,کاویان,fa,Rudaki,3,کاویان
5668,گشتم,fa,Rudaki,3,گشتم
6590,همی,fa,Rudaki,3,همی
1234,پرده,fa,Rudaki,3,پرده
3480,مفخر,ar,Rudaki,3,مفخر
737,بکشته,fa,Rudaki,3,بکشته
2973,درگاه,fa,Rudaki,3,درگاه
6525,بسیچ,fa,Rudaki,3,بسیچ
4557,مهربان,fa,Rudaki,3,مهربان
6560,بیدار,fa,Rudaki,3,بیدار
5239,کریم,fa,Rudaki,3,کریم
1603,لبان,ar,Rudaki,3,لبان
1321,تویی,fa,Rudaki,3,تویی
7094,درخت,fa,Rudaki,3,درخت
3086,رنج,fa,Rudaki,3,رنج
7102,تاخت,fa,Rudaki,3,تاخت
6308,بانگ,fa,Rudaki,3,بانگ
1107,اندرونت,fa,Rudaki,3,اندرونت
7182,خوار,fa,Rudaki,3,خوار
486,تکیه,fa,Rudaki,3,تکیه
3242,ببیند,fa,Rudaki,3,ببیند
7530,همی,fa,Rudaki,3,همی
6247,سهم,fa,Rudaki,3,سهم
3101,فام,ar,Rudaki,3,فام
5084,غیشت,fa,Rudaki,3,غیشت
5600,درونه,fa,Rudaki,3,درونه
1686,بخشش,fa,Rudaki,3,بخشش
4569,خنگ,fa,Rudaki,3,خنگ
2628,چنگل,fa,Rudaki,3,چنگل
3748,ببخشد,fa,Rudaki,3,ببخشد
2842,رنج,fa,Rudaki,3,رنج
3835,مدح,ar,Rudaki,3,مدح
873,فروشد,fa,Rudaki,3,فروشد
4306,تابد؟,fa,Rudaki,3,تابد؟
5678,خندان,fa,Rudaki,3,خندان
6102,پیر,fa,Rudaki,3,پیر
5417,کسا!,fa,Rudaki,3,کسا!
1467,حاتم,ar,Rudaki,3,حاتم
2935,مدیش,ar,Rudaki,3,مدیش
6396,فگن,fa,Rudaki,3,فگن
7457,دیش,fa,Rudaki,3,دیش
1439,شادی,fa,Rudaki,3,شادی
5868,مره,fa,Rudaki,3,مره
138,زلفین,ar,Rudaki,3,زلفین
6654,آورید,fa,Rudaki,3,آورید
5078,اندوه,fa,Rudaki,3,اندوه
2479,فرخار,fa,Rudaki,3,فرخار
481,نگار,fa,Rudaki,3,نگار
5266,دشمنانت,fa,Rudaki,3,دشمنانت
854,هجران,fa,Rudaki,3,هجران
2154,پیشکار,fa,Rudaki,3,پیشکار
727,جان,fa,Rudaki,3,جان
1160,رخان,fa,Rudaki,3,رخان
2484,نعمت,ar,Rudaki,3,نعمت
2682,دیوانه,fa,Rudaki,3,دیوانه
3384,نو,fa,Rudaki,3,نو
6897,بهر,fa,Rudaki,3,بهر
187,رنگ,fa,Rudaki,3,رنگ
3481,ایران,fa,Rudaki,3,ایران
3005,نیل,fa,Rudaki,3,نیل
4477,غمان,fa,Rudaki,3,غمان
4457,دل,fa,Rudaki,3,دل
2456,روان,fa,Rudaki,3,روان
4686,کاسد,fa,Rudaki,3,کاسد
3903,اعدای,ar,Rudaki,3,اعدای
5634,منی،,ar,Rudaki,3,منی،
1613,لیسد,ar,Rudaki,3,لیسد
1328,کعبه,ar,Rudaki,3,کعبه
3991,فرتوت,ar,Rudaki,3,فرتوت
6123,خالست,ar,Rudaki,3,خالست
4679,میراث,ar,Rudaki,3,میراث
5158,زنده,fa,Rudaki,3,زنده
4296,بوستان,fa,Rudaki,3,بوستان
6927,تابنده,fa,Rudaki,3,تابنده
2491,بیمست,fa,Rudaki,3,بیمست
6033,که:,fa,Rudaki,3,که:
104,بیهده,fa,Rudaki,3,بیهده
7468,فرش,fa,Rudaki,3,فرش
3692,حدیث,ar,Rudaki,3,حدیث
6210,گرنج,fa,Rudaki,3,گرنج
5548,مگذرد,fa,Rudaki,3,مگذرد
4202,سیاه,fa,Rudaki,3,سیاه
3665,دست,fa,Rudaki,3,دست
5370,حسودانت,ar,Rudaki,3,حسودانت
